iter,cfi,t_s
1,0.7846094964271348,1.6856694205197011e-06
2,2.7385018348652514,1.9835701374329337e-06
3,4.695699843126467,1.7035101646223442e-06
4,8.54217052303419,1.2695136706009653e-06
5,8.543341109240304,1.149212282026074e-06
6,8.866634296986248,1.149212282026074e-06
7,11.653369158447717,1.1644730606009442e-06
8,11.657103567648267,1.1644730606009442e-06
9,11.790965797617865,1.1644730606009442e-06
10,11.81458929412037,1.1644730606009442e-06
11,11.814589294120376,1.1644730606009442e-06
12,11.814721316294449,1.1644730606009442e-06
13,11.817812220439816,1.1644730606009442e-06
14,11.818175427604658,1.1638121699673804e-06
15,11.818175427604661,1.1638121699673804e-06
16,11.86250984939586,1.1638121699673804e-06
17,11.939460288111702,1.1649654340851768e-06
18,12.68794521878386,1.158657888466092e-06
19,12.687945218783895,1.158657888466092e-06
20,12.691755885600049,1.158657888466092e-06
21,12.697898284825532,1.158657888466092e-06
22,12.755253706719508,1.158657888466092e-06
23,12.78652916225455,1.158657888466092e-06
24,12.918539584601465,1.158657888466092e-06
25,13.506560768777517,1.1547713653489826e-06
26,13.506560768777558,1.1547713653489826e-06
27,13.542932859328204,1.1547713653489826e-06
28,13.965237443280328,1.1470543060263947e-06
29,13.96523744328036,1.1470543060263947e-06
30,13.965237443280364,1.1470543060263947e-06
31,13.965421936703738,1.1470543060263947e-06
32,13.99244130019553,1.1470543060263947e-06
33,13.994069194781437,1.144399913114961e-06
34,14.041815501484967,1.144399913114961e-06
35,14.072488159245395,1.144399913114961e-06
36,14.077550043800695,1.141180308587326e-06
37,14.078285370966228,1.141180308587326e-06
38,14.080218788908228,1.141180308587326e-06
39,14.080218788908233,1.1411803085873247e-06
40,14.080218788908237,1.1411803085873247e-06
41,14.080218788908242,1.1411803085873247e-06
42,14.098692634257166,1.1411803085873247e-06
43,14.128389626455274,1.1411803085873247e-06
44,14.133624996104153,1.1411803085873247e-06
45,14.133624996104157,1.1411803085873247e-06
46,14.134054700102478,1.1411803085873247e-06
47,14.134054700102482,1.1411803085873247e-06
48,14.152621743672004,1.1411803085873247e-06
49,14.152621743672015,1.1411803085873247e-06
50,14.162858433655618,1.1411803085873247e-06
51,14.248179586826971,1.1411803085873247e-06
52,14.301556229082859,1.1411803085873247e-06
53,14.30155622908287,1.1411803085873247e-06
54,14.301556229082887,1.1411803085873247e-06
55,14.315388438426375,1.1411803085873247e-06
56,14.315846483180788,1.1411803085873247e-06
57,14.31584648318079,1.1411803085873247e-06
58,14.3614686136596,1.1411803085873247e-06
